,Symbol,Description,Industry,Sector
2382,TGH,TEXTAINER GROUP HOLDINGS LIMITED,Diversified Commercial Services,Technology
2383,TGI,"TRIUMPH GROUP, INC.",Aerospace,Capital Goods
2384,TGNA,TEGNA INC.,Broadcasting,Consumer Services
2385,TGT,TARGET CORPORATION,Department/Specialty Retail Stores,Consumer Services
2386,TGTX,"TG THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
2387,THC,TENET HEALTHCARE CORPORATION,Hospital/Nursing Management,Health Care
2388,THFF,FIRST FINANCIAL CORPORATION INDIANA,Major Banks,Finance
2389,THG,"THE HANOVER INSURANCE GROUP, INC.",Property-Casualty Insurers,Finance
2390,THO,"THOR INDUSTRIES, INC.",Homebuilding,Consumer Non-Durables
2391,THR,"THERMON GROUP HOLDINGS, INC.",Industrial Machinery/Components,Energy
2392,THRM,GENTHERM INC,Auto Parts:O.E.M.,Capital Goods
2393,THS,"TREEHOUSE FOODS, INC.",Packaged Foods,Consumer Non-Durables
2394,TIF,TIFFANY & CO.,Consumer Specialties,Consumer Services
2395,TILE,"INTERFACE, INC.",Home Furnishings,Consumer Durables
2396,TIPT,TIPTREE INC.,Property-Casualty Insurers,Finance
2397,TISI,"TEAM, INC.",Other Consumer Services,Consumer Services
2398,TITN,TITAN MACHINERY INC.,Other Specialty Stores,Consumer Services
2399,TJX,"TJX COMPANIES, INC. (THE)",Clothing/Shoe/Accessory Stores,Consumer Services
2400,TK,TEEKAY CORPORATION,Marine Transportation,Transportation
2401,TKR,TIMKEN COMPANY (THE),Metal Fabrications,Capital Goods
2402,TLGT,"TELIGENT, INC.",Major Pharmaceuticals,Health Care
2403,TLRD,,,
2404,TLYS,"TILLY'S, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
2405,TMHC,TAYLOR MORRISON HOME CORPORATION,Homebuilding,Capital Goods
2406,TMO,THERMO FISHER SCIENTIFIC INC,Industrial Machinery/Components,Capital Goods
2407,TMP,TOMPKINS FINANCIAL CORPORATION,Major Banks,Finance
2408,TMST,TIMKENSTEEL CORPORATION,Steel/Iron Ore,Basic Industries
2409,TMUS,"T-MOBILE US, INC.",Telecommunications Equipment,Public Utilities
2410,TNAV,"TELENAV, INC.",Industrial Machinery/Components,Capital Goods
2411,TNC,TENNANT COMPANY,Industrial Machinery/Components,Technology
2412,TNDM,"TANDEM DIABETES CARE, INC.",Medical/Dental Instruments,Health Care
2413,TNET,"TRINET GROUP, INC.",Business Services,Miscellaneous
2414,TNK,TEEKAY TANKERS LTD.,Marine Transportation,Consumer Services
2415,TOL,"TOLL BROTHERS, INC.",Homebuilding,Capital Goods
2416,TOWN,TOWNE BANK,,
2417,TPB,"TURNING POINT BRANDS, INC.",Tobacco,Consumer Non-Durables
2418,TPC,TUTOR PERINI CORPORATION,General Bldg Contractors - Nonresidential Bldgs,Basic Industries
2419,TPH,"TRI POINTE GROUP, INC.",Homebuilding,Capital Goods
2420,TPHS,TRINITY PLACE HOLDINGS INC.,Building operators,Consumer Services
2421,TPIC,"TPI COMPOSITES, INC.",Industrial Machinery/Components,Energy
2422,TPRE,THIRD POINT REINSURANCE LTD.,Property-Casualty Insurers,Finance
2423,TPX,"TEMPUR SEALY INTERNATIONAL, INC.",Home Furnishings,Consumer Durables
2424,TR,"TOOTSIE ROLL INDUSTRIES, INC.",Specialty Foods,Consumer Non-Durables
2425,TRC,TEJON RANCH CO,Real Estate,Finance
2426,TREC,TRECORA RESOURCES,Integrated oil Companies,Energy
2427,TREE,"LENDINGTREE, INC.",Finance: Consumer Services,Finance
2428,TREX,"TREX COMPANY, INC.",Forest Products,Basic Industries
2429,TRGP,"TARGA RESOURCES, INC.",Natural Gas Distribution,Public Utilities
2430,TRHC,"TABULA RASA HEALTHCARE, INC.",Business Services,Miscellaneous
2431,TRI,THOMSON REUTERS CORP,Publishing,Consumer Services
2432,TRIP,"TRIPADVISOR, INC.","Computer Software: Programming, Data Processing",Technology
2433,TRMB,TRIMBLE INC.,Industrial Machinery/Components,Capital Goods
2434,TRMK,TRUSTMARK CORPORATION,Major Banks,Finance
2435,TRN,"TRINITY INDUSTRIES, INC.",Railroads,Capital Goods
2436,TRNO,TERRENO REALTY CORPORATION,Real Estate,Finance
2437,TRNX,,,
2438,TROW,"T. ROWE PRICE GROUP, INC.",Investment Bankers/Brokers/Service,Finance
2439,TROX,TRONOX HOLDINGS PLC,Major Chemicals,Basic Industries
2440,TRS,TRIMAS CORPORATION,Industrial Specialties,Capital Goods
2441,TRST,TRUSTCO BANK CORP NY,Major Banks,Finance
2442,TRTN,TRITON INTERNATIONAL LIMITED,Diversified Commercial Services,Technology
2443,TRU,TRANSUNION,Finance: Consumer Services,Finance
2444,TRUE,"TRUECAR, INC.","Computer Software: Programming, Data Processing",Technology
2445,TRUP,"TRUPANION, INC.",Medical Specialities,Health Care
2446,TRV,"THE TRAVELERS COMPANIES, INC.",Property-Casualty Insurers,Finance
2447,TRVN,"TREVENA, INC.",Major Pharmaceuticals,Health Care
2448,TSBK,"TIMBERLAND BANCORP, INC.",Banks,Finance
2449,TSC,"TRISTATE CAPITAL HOLDINGS, INC.",Major Banks,Finance
2450,TSCO,TRACTOR SUPPLY COMPANY,RETAIL: Building Materials,Consumer Services
2451,TSE,TRINSEO S.A.,Major Chemicals,Basic Industries
2452,TSLA,"TESLA, INC.",Auto Manufacturing,Capital Goods
2453,TSN,"TYSON FOODS, INC.",Meat/Poultry/Fish,Consumer Non-Durables
2454,TSQ,"TOWNSQUARE MEDIA, INC.",Broadcasting,Consumer Services
2455,TTC,TORO COMPANY (THE),Tools/Hardware,Capital Goods
2456,TTD,"THE TRADE DESK, INC.","Computer Software: Programming, Data Processing",Technology
2457,TTEC,"TTEC HOLDINGS, INC.",Professional Services,Technology
2458,TTEK,"TETRA TECH, INC.",Military/Government/Technical,Consumer Services
2459,TTGT,"TECHTARGET, INC.",Business Services,Miscellaneous
2460,TTI,"TETRA TECHNOLOGIES, INC.",Oil & Gas Production,Energy
2461,TTMI,"TTM TECHNOLOGIES, INC.",Electrical Products,Technology
2462,TTPH,,,
2463,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
2464,TUP,TUPPERWARE BRANDS CORPORATION,Plastic Products,Consumer Non-Durables
2465,TUSK,"MAMMOTH ENERGY SERVICES, INC.",Oilfield Services/Equipment,Energy
2466,TVTY,"TIVITY HEALTH, INC.",Misc Health and Biotechnology Services,Health Care
2467,TW,TRADEWEB MARKETS INC.,Investment Bankers/Brokers/Service,Finance
2468,TWI,"TITAN INTERNATIONAL, INC.",Steel/Iron Ore,Basic Industries
2469,TWIN,"TWIN DISC, INCORPORATED",Industrial Machinery/Components,Technology
2470,TWLO,TWILIO INC.,Computer Software: Prepackaged Software,Technology
2471,TWMC,TRANS WORLD ENTERTAINMENT CORP.,Consumer Electronics/Video Chains,Consumer Services
2472,TWNK,"HOSTESS BRANDS, INC.",Packaged Foods,Consumer Non-Durables
2473,TWO,TWO HARBORS INVESTMENTS CORP,Real Estate Investment Trusts,Consumer Services
2474,TWOU,"2U, INC.",Computer Software: Prepackaged Software,Technology
2475,TXMD,"THERAPEUTICSMD, INC.",Major Pharmaceuticals,Health Care
2476,TXN,TEXAS INSTRUMENTS INCORPORATED,Semiconductors,Technology
2477,TXRH,"TEXAS ROADHOUSE, INC.",Restaurants,Consumer Services
2478,TXT,TEXTRON INC.,Aerospace,Capital Goods
2479,TYL,"TYLER TECHNOLOGIES, INC.",Computer Software: Prepackaged Software,Technology
2480,TZOO,TRAVELZOO,Advertising,Consumer Services
2481,UA,"UNDER ARMOUR, INC.",Apparel,Consumer Non-Durables
2482,UAA,"UNDER ARMOUR, INC.",Apparel,Consumer Non-Durables
2483,UAL,"UNITED AIRLINES HOLDINGS, INC.",Air Freight/Delivery Services,Transportation
2484,UBA,URSTADT BIDDLE PROPERTIES INC.,Real Estate Investment Trusts,Consumer Services
2485,UBFO,UNITED SECURITY BANCSHARES,Major Banks,Finance
2486,UBSI,"UNITED BANKSHARES, INC.",Major Banks,Finance
2487,UCBI,"UNITED COMMUNITY BANKS, INC.",Major Banks,Finance
2488,UCTT,"ULTRA CLEAN HOLDINGS, INC.",Semiconductors,Technology
2489,UDR,"UDR, INC.",Real Estate Investment Trusts,Consumer Services
2490,UE,URBAN EDGE PROPERTIES,Real Estate,Finance
2491,UEC,URANIUM ENERGY CORP.,Precious Metals,Basic Industries
2492,UEIC,UNIVERSAL ELECTRONICS INC.,Consumer Electronics/Appliances,Consumer Non-Durables
2493,UEPS,"NET 1 UEPS TECHNOLOGIES, INC.",Investment Bankers/Brokers/Service,Finance
2494,UFCS,"UNITED FIRE GROUP, INC",Property-Casualty Insurers,Finance
2495,UFI,"UNIFI, INC.",Textiles,Consumer Non-Durables
2496,UFPI,"UFP INDUSTRIES, INC.",Forest Products,Basic Industries
2497,UFPT,"UFP TECHNOLOGIES, INC.",Medical/Dental Instruments,Health Care
2498,UFS,DOMTAR CORPORATION,Paper,Basic Industries
2499,UGI,UGI CORPORATION,Natural Gas Distribution,Public Utilities
2500,UHAL,AMERCO,Rental/Leasing Companies,Consumer Services
2501,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Hospital/Nursing Management,Health Care
2502,UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,Real Estate Investment Trusts,Consumer Services
2503,UIHC,UNITED INSURANCE HOLDINGS CORP.,Property-Casualty Insurers,Finance
2504,UIS,UNISYS CORPORATION,EDP Services,Technology
2505,ULBI,ULTRALIFE CORPORATION,Industrial Machinery/Components,Miscellaneous
2506,ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",Trucking Freight/Courier Services,Transportation
2507,ULTA,"ULTA BEAUTY, INC.",Other Specialty Stores,Consumer Services
2508,ULTR,IQ ULTRA SHORT DURATION ETF,Exchange Traded Fund,Financial
2509,UMBF,UMB FINANCIAL CORPORATION,Major Banks,Finance
2510,UMH,"UMH PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
2511,UMPQ,UMPQUA HOLDINGS CORPORATION,Savings Institutions,Finance
2512,UNB,"UNION BANKSHARES, INC.",Major Banks,Finance
2513,UNF,UNIFIRST CORPORATION,Other Consumer Services,Consumer Services
2514,UNFI,"UNITED NATURAL FOODS, INC.",Food Distributors,Consumer Non-Durables
2515,UNH,UNITEDHEALTH GROUP INCORPORATED,Medical Specialities,Health Care
2516,UNIT,UNITI GROUP INC.,Real Estate Investment Trusts,Consumer Services
2517,UNM,UNUM GROUP,Accident &Health Insurance,Finance
2518,UNP,UNION PACIFIC CORPORATION,Railroads,Transportation
2519,UNTY,"UNITY BANCORP, INC.",Major Banks,Finance
2520,UNVR,UNIVAR SOLUTIONS INC.,Specialty Chemicals,Consumer Durables
2521,UPLD,"UPLAND SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
2522,UPS,"UNITED PARCEL SERVICE, INC.",Trucking Freight/Courier Services,Transportation
2523,URBN,"URBAN OUTFITTERS, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
2524,URG,UR ENERGY INC,Precious Metals,Basic Industries
2525,URI,"UNITED RENTALS, INC.",Diversified Commercial Services,Technology
2526,USAK,"USA TRUCK, INC.",Trucking Freight/Courier Services,Transportation
2527,USAP,"UNIVERSAL STAINLESS & ALLOY PRODUCTS, INC.",Steel/Iron Ore,Basic Industries
2528,USAT,,,
2529,USB,U.S. BANCORP,Major Banks,Finance
2530,USCR,"U S CONCRETE, INC.",Building Materials,Capital Goods
2531,USEG,U.S. ENERGY CORP.,Oil & Gas Production,Energy
2532,USFD,US FOODS HOLDING CORP.,Food Distributors,Consumer Non-Durables
2533,USLM,"UNITED STATES LIME & MINERALS, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
2534,USM,UNITED STATES CELLULAR CORPORATION,Telecommunications Equipment,Public Utilities
2535,USNA,"USANA HEALTH SCIENCES, INC.",Specialty Chemicals,Consumer Durables
2536,USPH,"U.S. PHYSICAL THERAPY, INC.",Medical/Nursing Services,Health Care
2537,UST,PROSHARES ULTRA 7-10 YEAR TREASURY,Exchange Traded Fund,Financial
2538,UTHR,UNITED THERAPEUTICS CORPORATION,Major Pharmaceuticals,Health Care
2539,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Other Consumer Services,Consumer Services
2540,UTL,UNITIL CORPORATION,Power Generation,Public Utilities
2541,UTMD,"UTAH MEDICAL PRODUCTS, INC.",Medical/Dental Instruments,Health Care
2542,UTSI,UTSTARCOM HOLDINGS CORP,Telecommunications Equipment,Capital Goods
2543,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Property-Casualty Insurers,Finance
2544,UVSP,UNIVEST FINANCIAL CORPORATION,Major Banks,Finance
2545,UVV,UNIVERSAL CORPORATION,Farming/Seeds/Milling,Consumer Services
2546,V,VISA INC.,Business Services,Miscellaneous
2547,VAC,MARRIOTT VACATIONS WORLDWIDE CORPORATION,Real Estate,Finance
2548,VAL,VALARIS PLC,Oil & Gas Production,Energy
2549,VALU,"VALUE LINE, INC.",Investment Managers,Finance
2550,VAR,"VARIAN MEDICAL SYSTEMS, INC.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2551,VBIV,"VBI VACCINES, INC.",Major Pharmaceuticals,Health Care
2552,VBTX,"VERITEX HOLDINGS, INC.",Major Banks,Finance
2553,VC,VISTEON CORPORATION,Auto Parts:O.E.M.,Capital Goods
2554,VCRA,"VOCERA COMMUNICATIONS, INC.",Telecommunications Equipment,Capital Goods
2555,VCYT,"VERACYTE, INC.",Medical Specialities,Health Care
2556,VEC,"VECTRUS, INC.",Diversified Commercial Services,Consumer Services
2557,VECO,VEECO INSTRUMENTS INC.,Industrial Machinery/Components,Technology
2558,VEEV,VEEVA SYSTEMS INC.,Computer Software: Prepackaged Software,Technology
2559,VER,VEREIT INC.,Real Estate Investment Trusts,Consumer Services
2560,VERI,"VERITONE, INC.",EDP Services,Technology
2561,VFC,V.F. CORPORATION,Apparel,Consumer Non-Durables
2562,VG,VONAGE HOLDINGS CORP.,Telecommunications Equipment,Public Utilities
2563,VGR,VECTOR GROUP LTD.,Farming/Seeds/Milling,Consumer Non-Durables
2564,VGZ,VISTA GOLD CORPORATION,Precious Metals,Basic Industries
2565,VHC,VIRNETX HOLDING CORP,Multi-Sector Companies,Miscellaneous
2566,VHI,"VALHI, INC.",Major Chemicals,Basic Industries
2567,VIAV,VIAVI SOLUTIONS INC.,Semiconductors,Technology
2568,VICR,VICOR CORPORATION,Industrial Machinery/Components,Capital Goods
2569,VIRT,"VIRTU FINANCIAL, INC.",Investment Bankers/Brokers/Service,Finance
2570,VIVE,"VIVEVE MEDICAL, INC.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2571,VIVO,MERIDIAN BIOSCIENCE INC.,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
2572,VLGEA,"VILLAGE SUPER MARKET, INC.",Food Chains,Consumer Services
2573,VLO,VALERO ENERGY CORPORATION,Integrated oil Companies,Energy
2574,VLY,VALLEY NATIONAL BANCORP,Major Banks,Finance
2575,VMC,VULCAN MATERIALS COMPANY,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
2576,VMI,"VALMONT INDUSTRIES, INC.",Metal Fabrications,Capital Goods
2577,VMW,"VMWARE, INC.",Computer Software: Prepackaged Software,Technology
2578,VNDA,VANDA PHARMACEUTICALS INC.,Major Pharmaceuticals,Health Care
2579,VNO,VORNADO REALTY TRUST,Real Estate Investment Trusts,Consumer Services
2580,VOD,VODAFONE GROUP PLC,Telecommunications Equipment,Public Utilities
2581,VOXX,VOXX INTERNATIONAL CORPORATION,Electronic Components,Technology
2582,VOYA,"VOYA FINANCIAL, INC.",Life Insurance,Finance
2583,VPG,"VISHAY PRECISION GROUP, INC.",Electrical Products,Capital Goods
2584,VRA,"VERA BRADLEY, INC.",Apparel,Consumer Non-Durables
2585,VRAY,"VIEWRAY, INC.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
2586,VREX,VAREX IMAGING CORPORATION,Industrial Machinery/Components,Capital Goods
2587,VRNS,"VARONIS SYSTEMS, INC.",Computer Software: Prepackaged Software,Technology
2588,VRNT,VERINT SYSTEMS INC.,EDP Services,Technology
2589,VRS,VERSO CORPORATION,Paper,Basic Industries
2590,VRSK,"VERISK ANALYTICS, INC.",EDP Services,Technology
2591,VRSN,"VERISIGN, INC.",EDP Services,Technology
2592,VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",Investment Managers,Finance
2593,VRTU,VIRTUSA CORPORATION,EDP Services,Technology
2594,VRTV,VERITIV CORPORATION,Paper,Consumer Services
2595,VRTX,VERTEX PHARMACEUTICALS INCORPORATED,Major Pharmaceuticals,Health Care
2596,VSAT,"VIASAT, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
2597,VSEC,VSE CORPORATION,Military/Government/Technical,Consumer Services
2598,VSH,"VISHAY INTERTECHNOLOGY, INC.",Electrical Products,Capital Goods
2599,VSLR,"VIVINT SOLAR, INC.",Building Products,Capital Goods
2600,VST,VISTRA CORP.,Electric Utilities: Central,Public Utilities
2601,VSTM,"VERASTEM, INC.",Major Pharmaceuticals,Health Care
2602,VSTO,VISTA OUTDOOR INC.,Ordnance And Accessories,Capital Goods
2603,VTR,"VENTAS, INC.",Real Estate Investment Trusts,Consumer Services
2604,VTVT,VTV THERAPEUTICS INC.,Major Pharmaceuticals,Health Care
2605,VVI,VIAD CORP,Business Services,Miscellaneous
2606,VVV,VALVOLINE INC.,Major Chemicals,Basic Industries
2607,VYGR,"VOYAGER THERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2608,VZ,VERIZON COMMUNICATIONS INC.,Telecommunications Equipment,Public Utilities
2609,W,WAYFAIR INC.,Catalog/Specialty Distribution,Consumer Services
2610,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,Railroads,Capital Goods
2611,WABC,WESTAMERICA BANCORPORATION,Major Banks,Finance
2612,WAFD,"WASHINGTON FEDERAL, INC.",Major Banks,Finance
2613,WAL,WESTERN ALLIANCE BANCORPORATION,Major Banks,Finance
2614,WASH,"WASHINGTON TRUST BANCORP, INC.",Major Banks,Finance
2615,WAT,WATERS CORPORATION,Biotechnology: Laboratory Analytical Instruments,Capital Goods
2616,WATT,ENERGOUS CORPORATION,Radio And Television Broadcasting And Communications Equipment,Technology
2617,WB,WEIBO CORPORATION,"Computer Software: Programming, Data Processing",Technology
2618,WBA,"WALGREENS BOOTS ALLIANCE, INC.",Medical/Nursing Services,Health Care
2619,WBS,WEBSTER FINANCIAL CORPORATION,Major Banks,Finance
2620,WBT,"WELBILT, INC.",Industrial Machinery/Components,Technology
2621,WCC,"WESCO INTERNATIONAL, INC.",Telecommunications Equipment,Consumer Non-Durables
2622,WCN,"WASTE CONNECTIONS, INC.",Environmental Services,Public Utilities
2623,WD,"WALKER & DUNLOP, INC.",Finance: Consumer Services,Finance
2624,WDAY,"WORKDAY, INC.",EDP Services,Technology
2625,WDC,WESTERN DIGITAL CORPORATION,Electronic Components,Technology
2626,WDFC,WD-40 COMPANY,Major Chemicals,Basic Industries
2627,WDR,"WADDELL & REED FINANCIAL, INC.",Investment Bankers/Brokers/Service,Finance
2628,WEC,"WEC ENERGY GROUP, INC.",Power Generation,Public Utilities
2629,WEN,WENDY'S COMPANY (THE),Restaurants,Consumer Services
2630,WERN,"WERNER ENTERPRISES, INC.",Trucking Freight/Courier Services,Transportation
2631,WETF,"WISDOMTREE INVESTMENTS, INC.",Investment Bankers/Brokers/Service,Finance
2632,WEX,WEX INC.,Business Services,Miscellaneous
2633,WEYS,"WEYCO GROUP, INC.",Apparel,Consumer Non-Durables
2634,WFC,WELLS FARGO & COMPANY,Major Banks,Finance
2635,WGO,"WINNEBAGO INDUSTRIES, INC.",Homebuilding,Consumer Non-Durables
2636,WHF,"WHITEHORSE FINANCE, INC.",,
2637,WHG,WESTWOOD HOLDINGS GROUP INC,Investment Managers,Finance
2638,WHR,WHIRLPOOL CORPORATION,Consumer Electronics/Appliances,Consumer Durables
2639,WIFI,"BOINGO WIRELESS, INC.",Telecommunications Equipment,Consumer Services
2640,WINA,WINMARK CORPORATION,Other Specialty Stores,Consumer Services
2641,WING,WINGSTOP INC.,Restaurants,Consumer Services
2642,WINS,WINS FINANCE HOLDINGS INC.,Finance: Consumer Services,Finance
2643,WIRE,ENCORE WIRE CORPORATION,Metal Fabrications,Capital Goods
2644,WK,WORKIVA INC.,Computer Software: Prepackaged Software,Technology
2645,WLDN,"WILLDAN GROUP, INC.",Military/Government/Technical,Consumer Services
2646,WLFC,WILLIS LEASE FINANCE CORPORATION,Industrial Specialties,Consumer Durables
2647,WLK,WESTLAKE CHEMICAL CORPORATION,Major Chemicals,Basic Industries
2648,WLL,WHITING PETROLEUM CORPORATION,Oil & Gas Production,Energy
2649,WLTW,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,Specialty Insurers,Finance
2650,WM,"WASTE MANAGEMENT, INC.",Environmental Services,Public Utilities
2651,WMB,"WILLIAMS COMPANIES, INC. (THE)",Natural Gas Distribution,Public Utilities
2652,WMC,WESTERN ASSET MORTGAGE CAPITAL CORPORATION,Real Estate Investment Trusts,Consumer Services
2653,WMG,WARNER MUSIC GROUP CORP.,Services-Misc. Amusement & Recreation,Consumer Services
2654,WMGI,WRIGHT MEDICAL GROUP N.V.,Industrial Specialties,Health Care
2655,WMK,"WEIS MARKETS, INC.",Food Chains,Consumer Services
2656,WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",Containers/Packaging,Capital Goods
2657,WMT,WALMART INC.,Department/Specialty Retail Stores,Consumer Services
2658,WNC,WABASH NATIONAL CORPORATION,Construction/Ag Equipment/Trucks,Capital Goods
2659,WNEB,"WESTERN NEW ENGLAND BANCORP, INC.",Savings Institutions,Finance
2660,WOR,"WORTHINGTON INDUSTRIES, INC.",Steel/Iron Ore,Capital Goods
2661,WPC,W. P. CAREY INC.,Real Estate Investment Trusts,Consumer Services
2662,WPG,WASHINGTON PRIME GROUP INC.,Real Estate Investment Trusts,Consumer Services
2663,WPP,WPP PLC,Advertising,Technology
2664,WPX,"WPX ENERGY, INC.",Oil & Gas Production,Energy
2665,WRB,W.R. BERKLEY CORPORATION,Property-Casualty Insurers,Finance
2666,WRE,WASHINGTON REAL ESTATE INVESTMENT TRUST,,
2667,WRI,WEINGARTEN REALTY INVESTORS,Real Estate Investment Trusts,Consumer Services
2668,WRK,WESTROCK COMPANY,Containers/Packaging,Consumer Durables
2669,WRLD,WORLD ACCEPTANCE CORPORATION,Finance: Consumer Services,Finance
2670,WSBC,"WESBANCO, INC.",Major Banks,Finance
2671,WSBF,"WATERSTONE FINANCIAL, INC.",Savings Institutions,Finance
2672,WSC,WILLSCOT MOBILE MINI HOLDINGS CORP.,,
2673,WSFS,WSFS FINANCIAL CORPORATION,Major Banks,Finance
2674,WSM,"WILLIAMS-SONOMA, INC.",Home Furnishings,Consumer Services
2675,WSO,"WATSCO, INC.",Industrial Machinery/Components,Consumer Durables
2676,WSR,WHITESTONE REIT,Real Estate Investment Trusts,Consumer Services
2677,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Specialty Chemicals,Basic Industries
2678,WSTL,"WESTELL TECHNOLOGIES, INC.",Telecommunications Equipment,Public Utilities
2679,WTBA,WEST BANCORPORATION,Major Banks,Finance
2680,WTFC,WINTRUST FINANCIAL CORPORATION,Major Banks,Finance
2681,WTI,"W&T OFFSHORE, INC.",Oil & Gas Production,Energy
