Symbol,Description,Industry,Sector
VZ,VERIZON COMMUNICATIONS INC.,Telecommunications Equipment,Public Utilities
W,WAYFAIR INC.,Catalog/Specialty Distribution,Consumer Services
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,Railroads,Capital Goods
WABC,WESTAMERICA BANCORPORATION,Major Banks,Finance
WAFD,"WASHINGTON FEDERAL, INC.",Major Banks,Finance
WAL,WESTERN ALLIANCE BANCORPORATION,Major Banks,Finance
WASH,"WASHINGTON TRUST BANCORP, INC.",Major Banks,Finance
WAT,WATERS CORPORATION,Biotechnology: Laboratory Analytical Instruments,Capital Goods
WATT,ENERGOUS CORPORATION,Radio And Television Broadcasting And Communications Equipment,Technology
WB,WEIBO CORPORATION,"Computer Software: Programming, Data Processing",Technology
WBA,"WALGREENS BOOTS ALLIANCE, INC.",Medical/Nursing Services,Health Care
WBS,WEBSTER FINANCIAL CORPORATION,Major Banks,Finance
WBT,"WELBILT, INC.",Industrial Machinery/Components,Technology
WCC,"WESCO INTERNATIONAL, INC.",Telecommunications Equipment,Consumer Non-Durables
WCN,"WASTE CONNECTIONS, INC.",Environmental Services,Public Utilities
WD,"WALKER & DUNLOP, INC.",Finance: Consumer Services,Finance
WDAY,"WORKDAY, INC.",EDP Services,Technology
WDC,WESTERN DIGITAL CORPORATION,Electronic Components,Technology
WDFC,WD-40 COMPANY,Major Chemicals,Basic Industries
WDR,"WADDELL & REED FINANCIAL, INC.",Investment Bankers/Brokers/Service,Finance
WEC,"WEC ENERGY GROUP, INC.",Power Generation,Public Utilities
WEN,WENDY'S COMPANY (THE),Restaurants,Consumer Services
WERN,"WERNER ENTERPRISES, INC.",Trucking Freight/Courier Services,Transportation
WETF,"WISDOMTREE INVESTMENTS, INC.",Investment Bankers/Brokers/Service,Finance
WEX,WEX INC.,Business Services,Miscellaneous
WEYS,"WEYCO GROUP, INC.",Apparel,Consumer Non-Durables
WFC,WELLS FARGO & COMPANY,Major Banks,Finance
WGO,"WINNEBAGO INDUSTRIES, INC.",Homebuilding,Consumer Non-Durables
WHF,"WHITEHORSE FINANCE, INC.",,
WHG,WESTWOOD HOLDINGS GROUP INC,Investment Managers,Finance
WHR,WHIRLPOOL CORPORATION,Consumer Electronics/Appliances,Consumer Durables
WIFI,"BOINGO WIRELESS, INC.",Telecommunications Equipment,Consumer Services
WINA,WINMARK CORPORATION,Other Specialty Stores,Consumer Services
WING,WINGSTOP INC.,Restaurants,Consumer Services
WINS,WINS FINANCE HOLDINGS INC.,Finance: Consumer Services,Finance
WIRE,ENCORE WIRE CORPORATION,Metal Fabrications,Capital Goods
WK,WORKIVA INC.,Computer Software: Prepackaged Software,Technology
WLDN,"WILLDAN GROUP, INC.",Military/Government/Technical,Consumer Services
WLFC,WILLIS LEASE FINANCE CORPORATION,Industrial Specialties,Consumer Durables
WLK,WESTLAKE CHEMICAL CORPORATION,Major Chemicals,Basic Industries
WLL,WHITING PETROLEUM CORPORATION,Oil & Gas Production,Energy
WLTW,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,Specialty Insurers,Finance
WM,"WASTE MANAGEMENT, INC.",Environmental Services,Public Utilities
WMB,"WILLIAMS COMPANIES, INC. (THE)",Natural Gas Distribution,Public Utilities
WMC,WESTERN ASSET MORTGAGE CAPITAL CORPORATION,Real Estate Investment Trusts,Consumer Services
WMG,WARNER MUSIC GROUP CORP.,Services-Misc. Amusement & Recreation,Consumer Services
WMGI,WRIGHT MEDICAL GROUP N.V.,Industrial Specialties,Health Care
WMK,"WEIS MARKETS, INC.",Food Chains,Consumer Services
WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",Containers/Packaging,Capital Goods
WMT,WALMART INC.,Department/Specialty Retail Stores,Consumer Services
WNC,WABASH NATIONAL CORPORATION,Construction/Ag Equipment/Trucks,Capital Goods
WNEB,"WESTERN NEW ENGLAND BANCORP, INC.",Savings Institutions,Finance
WOR,"WORTHINGTON INDUSTRIES, INC.",Steel/Iron Ore,Capital Goods
WPC,W. P. CAREY INC.,Real Estate Investment Trusts,Consumer Services
WPG,WASHINGTON PRIME GROUP INC.,Real Estate Investment Trusts,Consumer Services
WPP,WPP PLC,Advertising,Technology
WPX,"WPX ENERGY, INC.",Oil & Gas Production,Energy
WRB,W.R. BERKLEY CORPORATION,Property-Casualty Insurers,Finance
WRE,WASHINGTON REAL ESTATE INVESTMENT TRUST,,
WRI,WEINGARTEN REALTY INVESTORS,Real Estate Investment Trusts,Consumer Services
WRK,WESTROCK COMPANY,Containers/Packaging,Consumer Durables
WRLD,WORLD ACCEPTANCE CORPORATION,Finance: Consumer Services,Finance
WSBC,"WESBANCO, INC.",Major Banks,Finance
WSBF,"WATERSTONE FINANCIAL, INC.",Savings Institutions,Finance
WSC,WILLSCOT MOBILE MINI HOLDINGS CORP.,,
WSFS,WSFS FINANCIAL CORPORATION,Major Banks,Finance
WSM,"WILLIAMS-SONOMA, INC.",Home Furnishings,Consumer Services
WSO,"WATSCO, INC.",Industrial Machinery/Components,Consumer Durables
WSR,WHITESTONE REIT,Real Estate Investment Trusts,Consumer Services
WST,"WEST PHARMACEUTICAL SERVICES, INC.",Specialty Chemicals,Basic Industries
WSTL,"WESTELL TECHNOLOGIES, INC.",Telecommunications Equipment,Public Utilities
WTBA,WEST BANCORPORATION,Major Banks,Finance
WTFC,WINTRUST FINANCIAL CORPORATION,Major Banks,Finance
WTI,"W&T OFFSHORE, INC.",Oil & Gas Production,Energy
WTM,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",Property-Casualty Insurers,Finance
WTS,"WATTS WATER TECHNOLOGIES, INC.",Metal Fabrications,Capital Goods
WTTR,"SELECT ENERGY SERVICES, INC.",Oilfield Services/Equipment,Energy
WU,WESTERN UNION COMPANY (THE),Business Services,Miscellaneous
WVE,WAVE LIFE SCIENCES LTD.,Major Pharmaceuticals,Health Care
WW,"WW INTERNATIONAL, INC.",Other Consumer Services,Consumer Services
WWD,"WOODWARD, INC.",Industrial Machinery/Components,Energy
WWE,"WORLD WRESTLING ENTERTAINMENT, INC.",Movies/Entertainment,Consumer Services
WWW,"WOLVERINE WORLD WIDE, INC.",Shoe Manufacturing,Consumer Non-Durables
WY,WEYERHAEUSER COMPANY,Real Estate Investment Trusts,Consumer Services
WYNN,"WYNN RESORTS, LIMITED",Hotels/Resorts,Consumer Services
X,UNITED STATES STEEL CORPORATION,Steel/Iron Ore,Basic Industries
XBIT,XBIOTECH INC.,Major Pharmaceuticals,Health Care
XEC,CIMAREX ENERGY CO,Oil & Gas Production,Energy
XEL,XCEL ENERGY INC.,Power Generation,Public Utilities
XENT,"INTERSECT ENT, INC.",Medical/Dental Instruments,Health Care
XHR,"XENIA HOTELS & RESORTS, INC.",Hotels/Resorts,Consumer Services
XLNX,"XILINX, INC.",Semiconductors,Technology
XLRN,ACCELERON PHARMA INC.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
XNCR,"XENCOR, INC.",Major Pharmaceuticals,Health Care
XOM,EXXON MOBIL CORPORATION,Integrated oil Companies,Energy
XOMA,XOMA CORPORATION,Major Pharmaceuticals,Health Care
XONE,THE EXONE COMPANY,Industrial Machinery/Components,Capital Goods
XPER,XPERI HOLDING CORPORATION,Semiconductors,Technology
XPO,"XPO LOGISTICS, INC.",Transportation Services,Consumer Services
XRAY,DENTSPLY SIRONA INC.,Medical/Dental Instruments,Health Care
XRX,XEROX HOLDINGS CORPORATION,Computer peripheral equipment,Technology
XYL,XYLEM INC.,Fluid Controls,Capital Goods
Y,ALLEGHANY CORPORATION,Property-Casualty Insurers,Finance
YELP,YELP INC.,Other Consumer Services,Consumer Services
YEXT,"YEXT, INC.",EDP Services,Technology
YORW,THE YORK WATER COMPANY,Water Supply,Public Utilities
YRCW,"YRC WORLDWIDE, INC.",Trucking Freight/Courier Services,Transportation
YUM,"YUM! BRANDS, INC.",Restaurants,Consumer Services
YUMC,"YUM CHINA HOLDINGS, INC.",Restaurants,Consumer Services
Z,"ZILLOW GROUP, INC.",Business Services,Miscellaneous
ZAGG,ZAGG INC,Other Specialty Stores,Consumer Services
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Industrial Specialties,Health Care
ZBRA,ZEBRA TECHNOLOGIES CORPORATION,Industrial Machinery/Components,Technology
ZEN,"ZENDESK, INC.",EDP Services,Technology
ZEUS,"OLYMPIC STEEL, INC.",Metal Fabrications,Basic Industries
ZG,"ZILLOW GROUP, INC.",Business Services,Miscellaneous
ZGNX,"ZOGENIX, INC.",Major Pharmaceuticals,Health Care
ZION,ZIONS BANCORPORATION N.A.,Major Banks,Finance
ZIOP,ZIOPHARM ONCOLOGY INC,Major Pharmaceuticals,Health Care
ZIXI,ZIX CORPORATION,EDP Services,Technology
ZN,,,
ZNGA,ZYNGA INC.,EDP Services,Technology
ZTS,ZOETIS INC.,Major Pharmaceuticals,Health Care
ZUMZ,ZUMIEZ INC.,Clothing/Shoe/Accessory Stores,Consumer Services
ZYNE,"ZYNERBA PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
